file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [11-May-2025 09:47:32 UTC] PHP Warning:  Undefined variable $wp_faster_options in /wordpress/wp-content/plugins/wp-hash-filename/wp-faster.php on line 792
[11-May-2025 18:58:47 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 116
[11-May-2025 18:58:47 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 117
[11-May-2025 18:58:47 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 118
[11-May-2025 18:58:47 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 119
[11-May-2025 18:58:47 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 120
[11-May-2025 18:58:47 Asia/Tokyo] PHP Fatal error:  Uncaught TypeError: count(): Argument #1 ($value) must be of type Countable|array, null given in /wordpress/wp-content/plugins/wp-bemoove/bm_cgvidposts.php:360
Stack trace:
#0 /wordpress/wp-content/plugins/wp-bemoove/bm_cgvidposts.php(349): wp_cgmCLass->checkBehlsAccountInfo('http://127.0.0....')
#1 /wordpress/wp-content/plugins/wp-bemoove/bemoove.php(31): wp_cgmCLass->createBM_account_table(Array)
#2 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#3 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wp-bemoove/bemo...')
#4 /internal/eval.php(20): activate_plugin('wp-bemoove/bemo...')
#5 {main}
  thrown in /wordpress/wp-content/plugins/wp-bemoove/bm_cgvidposts.php on line 360
[11-May-2025 18:58:56 Asia/Tokyo] PHP Warning:  Undefined array key 0 in /wordpress/wp-includes/plugin.php on line 1001
[11-May-2025 18:58:56 Asia/Tokyo] PHP Warning:  Undefined array key 0 in /wordpress/wp-includes/plugin.php on line 1004
[11-May-2025 18:58:56 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 114
[11-May-2025 18:58:56 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 115
[11-May-2025 18:58:56 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 116
[11-May-2025 18:58:56 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 117
[11-May-2025 18:58:56 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 118
[11-May-2025 18:58:56 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 119
[11-May-2025 18:58:56 Asia/Tokyo] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/wp-bemoove/util/UserAccountInfo.php on line 120
[11-May-2025 18:58:56 Asia/Tokyo] PHP Fatal error:  Uncaught TypeError: count(): Argument #1 ($value) must be of type Countable|array, null given in /wordpress/wp-content/plugins/wp-bemoove/bm_cgvidposts.php:360
Stack trace:
#0 /wordpress/wp-content/plugins/wp-bemoove/bm_cgvidposts.php(349): wp_cgmCLass->checkBehlsAccountInfo('http://127.0.0....')
#1 /wordpress/wp-content/plugins/wp-bemoove/bemoove.php(31): wp_cgmCLass->createBM_account_table(Array)
#2 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#3 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wp-bemoove/bemo...')
#4 /internal/eval.php(20): activate_plugin('wp-bemoove/bemo...')
#5 {main}
  thrown in /wordpress/wp-content/plugins/wp-bemoove/bm_cgvidposts.php on line 360
[11-May-2025 09:59:06 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function mysql_query() in /wordpress/wp-content/plugins/w2pe-beaverslider/index.php:43
Stack trace:
#0 /wordpress/wp-includes/class-wp-hook.php(324): w2pe_bslider_table(false)
#1 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#2 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#3 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_w2pe-b...', false)
#4 /internal/eval.php(20): activate_plugin('w2pe-beaverslid...')
#5 {main}
  thrown in /wordpress/wp-content/plugins/w2pe-beaverslider/index.php on line 43
[11-May-2025 09:59:14 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function mysql_query() in /wordpress/wp-content/plugins/w2pe-beaverslider/index.php:43
Stack trace:
#0 /wordpress/wp-includes/class-wp-hook.php(324): w2pe_bslider_table(false)
#1 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#2 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#3 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_w2pe-b...', false)
#4 /internal/eval.php(20): activate_plugin('w2pe-beaverslid...')
#5 {main}
  thrown in /wordpress/wp-content/plugins/w2pe-beaverslider/index.php on line 43
[11-May-2025 09:59:23 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function mysql_query() in /wordpress/wp-content/plugins/w2pe-beaverslider/index.php:43
Stack trace:
#0 /wordpress/wp-includes/class-wp-hook.php(324): w2pe_bslider_table(false)
#1 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#2 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#3 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_w2pe-b...', false)
#4 /internal/eval.php(20): activate_plugin('w2pe-beaverslid...')
#5 {main}
  thrown in /wordpress/wp-content/plugins/w2pe-beaverslider/index.php on line 43
[11-May-2025 09:59:31 UTC] PHP Fatal error:  Uncaught Error: Undefined constant "wp_remote_post" in /wordpress/wp-content/plugins/wp-content-index/wp-content-index.php:483
Stack trace:
#0 /wordpress/wp-includes/class-wp-hook.php(324): content_index_feedback(false)
#1 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#2 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#3 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_wp-con...', false)
#4 /internal/eval.php(20): activate_plugin('wp-content-inde...')
#5 {main}
  thrown in /wordpress/wp-content/plugins/wp-content-index/wp-content-index.php on line 483
[11-May-2025 09:59:37 UTC] PHP Fatal error:  Uncaught Error: Undefined constant "wp_remote_post" in /wordpress/wp-content/plugins/wp-content-index/wp-content-index.php:483
Stack trace:
#0 /wordpress/wp-includes/class-wp-hook.php(324): content_index_feedback(false)
#1 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#2 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#3 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_wp-con...', false)
#4 /internal/eval.php(20): activate_plugin('wp-content-inde...')
#5 {main}
  thrown in /wordpress/wp-content/plugins/wp-content-index/wp-content-index.php on line 483

    at Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237:15)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async V (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:64:10)
    at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
  [cause]: Error: Error when executing the blueprint step #1 ({"step":"installPlugin","pluginData":{"resource":"wordpress.org/plugins","slug":"wp-content-index"},"options":{"activate":true}}) : PHP.run() failed with exit code 255 and the following output: 
      at Object.run (file:///home/runner/work/playgro
