file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [09-May-2025 16:52:58 UTC] PHP Warning:  Undefined variable $rdgm_debug in /wordpress/wp-content/plugins/r-diagrams-responsive-diagrams/rdgm_admin.php on line 4
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('some-maps/some-...')
#2 /internal/eval.php(20): activate_plugin('some-maps/some-...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/some-maps/some-maps.php on line 34

    at Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237:15)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async V (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:64:10)
    at async ja (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/cli.js:8161:12) {
  [cause]: Error: Error when executing the blueprint step #5 ({"step":"installPlugin","pluginData":{"resource":"wordpress.org/plugins","slug":"syntaxhighlighter-evolved-amos-pro-basic-brush"},"options":{"activate":true}}) : Could not download "http
