file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [29-Jun-2025 13:38:09 UTC] PHP Warning:  Undefined array key "REMOTE_ADDR" in /wordpress/wp-content/plugins/tackthis/tackthis.php on line 66
[29-Jun-2025 13:44:47 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 86
[29-Jun-2025 13:44:47 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/classes/plugin.php on line 137
[29-Jun-2025 13:44:47 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/classes/plugin.php on line 138
[29-Jun-2025 13:44:47 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/classes/plugin.php on line 139
[29-Jun-2025 13:44:47 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/classes/plugin.php on line 140
[29-Jun-2025 13:44:57 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 56
[29-Jun-2025 13:44:57 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 61
[29-Jun-2025 13:44:57 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 66
[29-Jun-2025 13:44:57 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 71
[29-Jun-2025 13:44:57 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 76
[29-Jun-2025 13:44:57 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 81
[29-Jun-2025 13:44:57 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 86
[29-Jun-2025 13:44:57 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/classes/plugin.php on line 137
[29-Jun-2025 13:44:57 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/classes/plugin.php on line 138
[29-Jun-2025 13:44:57 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/classes/plugin.php on line 139
[29-Jun-2025 13:44:57 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/classes/plugin.php on line 140
[29-Jun-2025 13:45:00 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 56
[29-Jun-2025 13:45:00 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 61
[29-Jun-2025 13:45:00 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 66
[29-Jun-2025 13:45:00 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 71
[29-Jun-2025 13:45:00 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 76
[29-Jun-2025 13:45:00 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 81
[29-Jun-2025 13:45:00 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 86
[29-Jun-2025 13:45:00 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/classes/plugin.php on line 137
[29-Jun-2025 13:45:00 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/classes/plugin.php on line 138
[29-Jun-2025 13:45:00 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/classes/plugin.php on line 139
[29-Jun-2025 13:45:00 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/classes/plugin.php on line 140
[29-Jun-2025 13:46:01 UTC] PHP Deprecated:  Required parameter $wrapper follows optional parameter $type in /wordpress/wp-content/plugins/ultimate-widgets-light/freemius/includes/class-fs-logger.php on line 97
[29-Jun-2025 13:46:01 UTC] PHP Deprecated:  Required parameter $args follows optional parameter $depth in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/walker-nav.php on line 60
[29-Jun-2025 13:46:01 UTC] PHP Deprecated:  Required parameter $output follows optional parameter $depth in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/walker-nav.php on line 60
[29-Jun-2025 13:46:03 UTC] PHP Deprecated:  Required parameter $wrapper follows optional parameter $type in /wordpress/wp-content/plugins/ultimate-widgets-light/freemius/includes/class-fs-logger.php on line 97
[29-Jun-2025 13:46:03 UTC] PHP Deprecated:  Required parameter $args follows optional parameter $depth in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/walker-nav.php on line 60
[29-Jun-2025 13:46:03 UTC] PHP Deprecated:  Required parameter $output follows optional parameter $depth in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/walker-nav.php on line 60
[29-Jun-2025 13:46:03 UTC] PHP Deprecated:  Required parameter $is_script follows optional parameter $list in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 21
[29-Jun-2025 13:46:03 UTC] PHP Deprecated:  Required parameter $handle follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 45
[29-Jun-2025 13:46:03 UTC] PHP Deprecated:  Required parameter $src_cdn follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 45
[29-Jun-2025 13:46:03 UTC] PHP Deprecated:  Required parameter $deps follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 45
[29-Jun-2025 13:46:03 UTC] PHP Deprecated:  Required parameter $ver follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 45
[29-Jun-2025 13:46:03 UTC] PHP Deprecated:  Required parameter $footer_or_media follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 45
[29-Jun-2025 13:46:03 UTC] PHP Deprecated:  Required parameter $handle follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 100
[29-Jun-2025 13:46:03 UTC] PHP Deprecated:  Required parameter $src_cdn follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 100
[29-Jun-2025 13:46:03 UTC] PHP Deprecated:  Required parameter $deps follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 100
[29-Jun-2025 13:46:03 UTC] PHP Deprecated:  Required parameter $ver follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 100
[29-Jun-2025 13:46:03 UTC] PHP Deprecated:  Required parameter $footer_or_media follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 100
[29-Jun-2025 13:46:03 UTC] PHP Deprecated:  Required parameter $path follows optional parameter $expire in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_functions.php on line 54
[29-Jun-2025 13:46:03 UTC] PHP Fatal error:  Uncaught Error: Attempt to modify property "admin_notices" on null in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_filesystem.php:29
Stack trace:
#0 /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_filesystem.php(47): Redux_Filesystem->__construct()
#1 /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_filesystem.php(285): Redux_Filesystem::get_instance()
#2 /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/framework.php(51): require_once('/wordpress/wp-c...')
#3 /wordpress/wp-content/plugins/ultimate-widgets-light/functions.php(144): require_once('/wordpress/wp-c...')
#4 /wordpress/wp-includes/class-wp-hook.php(324): UWL_Setup->uwl_core('')
#5 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#6 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#7 /wordpress/wp-settings.php(578): do_action('plugins_loaded')
#8 /wordpress/wp-config.php(102): require_once('/wordpress/wp-s...')
#9 /wordpress/wp-load.php(50): require_once('/wordpress/wp-c...')
#10 /internal/eval.php(3): require_once('/wordpress/wp-l...')
#11 {main}
  thrown in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_filesystem.php on line 29
[29-Jun-2025 13:46:14 UTC] PHP Deprecated:  Required parameter $wrapper follows optional parameter $type in /wordpress/wp-content/plugins/ultimate-widgets-light/freemius/includes/class-fs-logger.php on line 97
[29-Jun-2025 13:46:14 UTC] PHP Deprecated:  Required parameter $args follows optional parameter $depth in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/walker-nav.php on line 60
[29-Jun-2025 13:46:14 UTC] PHP Deprecated:  Required parameter $output follows optional parameter $depth in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/walker-nav.php on line 60
[29-Jun-2025 13:46:16 UTC] PHP Deprecated:  Required parameter $wrapper follows optional parameter $type in /wordpress/wp-content/plugins/ultimate-widgets-light/freemius/includes/class-fs-logger.php on line 97
[29-Jun-2025 13:46:16 UTC] PHP Deprecated:  Required parameter $args follows optional parameter $depth in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/walker-nav.php on line 60
[29-Jun-2025 13:46:16 UTC] PHP Deprecated:  Required parameter $output follows optional parameter $depth in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/walker-nav.php on line 60
[29-Jun-2025 13:46:16 UTC] PHP Deprecated:  Required parameter $is_script follows optional parameter $list in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 21
[29-Jun-2025 13:46:16 UTC] PHP Deprecated:  Required parameter $handle follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 45
[29-Jun-2025 13:46:16 UTC] PHP Deprecated:  Required parameter $src_cdn follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 45
[29-Jun-2025 13:46:16 UTC] PHP Deprecated:  Required parameter $deps follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 45
[29-Jun-2025 13:46:16 UTC] PHP Deprecated:  Required parameter $ver follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 45
[29-Jun-2025 13:46:16 UTC] PHP Deprecated:  Required parameter $footer_or_media follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 45
[29-Jun-2025 13:46:16 UTC] PHP Deprecated:  Required parameter $handle follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 100
[29-Jun-2025 13:46:16 UTC] PHP Deprecated:  Required parameter $src_cdn follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 100
[29-Jun-2025 13:46:16 UTC] PHP Deprecated:  Required parameter $deps follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 100
[29-Jun-2025 13:46:16 UTC] PHP Deprecated:  Required parameter $ver follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 100
[29-Jun-2025 13:46:16 UTC] PHP Deprecated:  Required parameter $footer_or_media follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 100
[29-Jun-2025 13:46:16 UTC] PHP Deprecated:  Required parameter $path follows optional parameter $expire in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_functions.php on line 54
[29-Jun-2025 13:46:16 UTC] PHP Fatal error:  Uncaught Error: Attempt to modify property "admin_notices" on null in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_filesystem.php:29
Stack trace:
#0 /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_filesystem.php(47): Redux_Filesystem->__construct()
#1 /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_filesystem.php(285): Redux_Filesystem::get_instance()
#2 /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/framework.php(51): require_once('/wordpress/wp-c...')
#3 /wordpress/wp-content/plugins/ultimate-widgets-light/functions.php(144): require_once('/wordpress/wp-c...')
#4 /wordpress/wp-includes/class-wp-hook.php(324): UWL_Setup->uwl_core('')
#5 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#6 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#7 /wordpress/wp-settings.php(578): do_action('plugins_loaded')
#8 /wordpress/wp-config.php(102): require_once('/wordpress/wp-s...')
#9 /wordpress/wp-load.php(50): require_once('/wordpress/wp-c...')
#10 /internal/eval.php(3): require_once('/wordpress/wp-l...')
#11 {main}
  thrown in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_filesystem.php on line 29
[29-Jun-2025 13:46:26 UTC] PHP Deprecated:  Required parameter $wrapper follows optional parameter $type in /wordpress/wp-content/plugins/ultimate-widgets-light/freemius/includes/class-fs-logger.php on line 97
[29-Jun-2025 13:46:26 UTC] PHP Deprecated:  Required parameter $args follows optional parameter $depth in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/walker-nav.php on line 60
[29-Jun-2025 13:46:26 UTC] PHP Deprecated:  Required parameter $output follows optional parameter $depth in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/walker-nav.php on line 60
[29-Jun-2025 13:46:28 UTC] PHP Deprecated:  Required parameter $wrapper follows optional parameter $type in /wordpress/wp-content/plugins/ultimate-widgets-light/freemius/includes/class-fs-logger.php on line 97
[29-Jun-2025 13:46:28 UTC] PHP Deprecated:  Required parameter $args follows optional parameter $depth in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/walker-nav.php on line 60
[29-Jun-2025 13:46:28 UTC] PHP Deprecated:  Required parameter $output follows optional parameter $depth in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/walker-nav.php on line 60
[29-Jun-2025 13:46:28 UTC] PHP Deprecated:  Required parameter $is_script follows optional parameter $list in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 21
[29-Jun-2025 13:46:28 UTC] PHP Deprecated:  Required parameter $handle follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 45
[29-Jun-2025 13:46:28 UTC] PHP Deprecated:  Required parameter $src_cdn follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 45
[29-Jun-2025 13:46:28 UTC] PHP Deprecated:  Required parameter $deps follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 45
[29-Jun-2025 13:46:28 UTC] PHP Deprecated:  Required parameter $ver follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 45
[29-Jun-2025 13:46:28 UTC] PHP Deprecated:  Required parameter $footer_or_media follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 45
[29-Jun-2025 13:46:28 UTC] PHP Deprecated:  Required parameter $handle follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 100
[29-Jun-2025 13:46:28 UTC] PHP Deprecated:  Required parameter $src_cdn follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 100
[29-Jun-2025 13:46:28 UTC] PHP Deprecated:  Required parameter $deps follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 100
[29-Jun-2025 13:46:28 UTC] PHP Deprecated:  Required parameter $ver follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 100
[29-Jun-2025 13:46:28 UTC] PHP Deprecated:  Required parameter $footer_or_media follows optional parameter $register in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_cdn.php on line 100
[29-Jun-2025 13:46:28 UTC] PHP Deprecated:  Required parameter $path follows optional parameter $expire in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_functions.php on line 54
[29-Jun-2025 13:46:28 UTC] PHP Fatal error:  Uncaught Error: Attempt to modify property "admin_notices" on null in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_filesystem.php:29
Stack trace:
#0 /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_filesystem.php(47): Redux_Filesystem->__construct()
#1 /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_filesystem.php(285): Redux_Filesystem::get_instance()
#2 /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/framework.php(51): require_once('/wordpress/wp-c...')
#3 /wordpress/wp-content/plugins/ultimate-widgets-light/functions.php(144): require_once('/wordpress/wp-c...')
#4 /wordpress/wp-includes/class-wp-hook.php(324): UWL_Setup->uwl_core('')
#5 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array)
#6 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#7 /wordpress/wp-settings.php(578): do_action('plugins_loaded')
#8 /wordpress/wp-config.php(102): require_once('/wordpress/wp-s...')
#9 /wordpress/wp-load.php(50): require_once('/wordpress/wp-c...')
#10 /internal/eval.php(3): require_once('/wordpress/wp-l...')
#11 {main}
  thrown in /wordpress/wp-content/plugins/ultimate-widgets-light/assets/admin/redux-core/inc/class.redux_filesystem.php on line 29

    at Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325:15)
    at async re (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:149:10) {
  [cause]: Error: Error when executing the blueprint step #1 ({"step":"installPlugin","pluginData":{"resource":"wordpress.org/plugins","slug":"ultimate-widgets-light"},"options":{"activate":true}}) : PHP.run() failed with exit code 255 and the following output: 
      at Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12093:19)
      at async ys (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12196:3)
      at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:315:48)
      at async re (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:149:10) {
    [cause]: PHPExecutionFailureError: PHP.run() failed with exit code 255 and the following output: 
        at PHP.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@php-wasm/universal/index.js:1034:19)
        at async wr (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:74:13)
        at async Object.gt [as installPlugin] (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:631:42)
        at async g (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12161:30)
        at async Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12090:23)
        at async ys (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12196:3)
        at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:315:48)
        at async re (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:149:10) {
      response: PHPResponse {
        httpStatusCode: 500,
        headers: {
          'x-powered-by': [ 'PHP/8.0.30-dev' ],
          'content-type': [ 'text/html; charset=UTF-8' ],
          expires: [ 'Wed, 11 Jan 1984 05:00:00 GMT' ],
          'cache-control': [ 'no-cache, must-revalidate, max-age=0, no-store, private' ]
        },
        bytes: Uint8Array(2653) [
           60,  33,  68,  79,  67,  84,  89,  80,  69,  32, 104, 116,
          109, 108,  62,  10,  60, 104, 116, 109, 108,  32, 108,  97,
          110, 103,  61,  34, 101, 110,  45,  85,  83,  34,  62,  10,
           60, 104, 101,  97, 100,  62,  10,   9,  60, 109, 101, 116,
           97,  32, 104, 116, 116, 112,  45, 101, 113, 117, 105, 118,
           61,  34,  67, 111, 110, 116, 101, 110, 116,  45,  84, 121,
          112, 101,  34,  32,  99, 111, 110, 116, 101, 110, 116,  61,
           34, 116, 101, 120, 116,  47, 104, 116, 109, 108,  59,  32,
           99, 104,  97, 114,
          ... 2553 more items
        ],
        exitCode: 255,
        errors: ''
      },
      source: 'request'
    }
  }
}

Node.js v23.11.0
